Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;12;1;12;1;1;1;13;27;10;10;0;0;0;1;0;1;25;0;0;8;8;7;12.042.857.142.857.100;0;0;8;8;7;12.042.857.142.857.100;0;12.7;3.7;-1.7;Graduate
1;1;2;16;1;1;1;1;28;5;10;1;0;0;1;0;0;19;0;0;6;9;5;12.2;0;0;6;10;4;13.0;0;9.4;-0.8;-3.12;Enrolled
1;1;1;12;1;1;1;1;14;6;8;0;0;0;1;0;1;19;0;0;7;8;7;128.375;0;0;8;8;8;15.5;0;13.9;-0.3;0.79;Graduate
1;12;1;13;1;1;1;23;28;29;44;0;0;1;1;0;1;24;0;0;7;13;7;11.0;0;0;8;13;7;11.7;0;12.7;3.7;-1.7;Graduate
1;1;1;14;1;1;1;22;27;10;8;1;0;0;1;0;1;18;0;0;6;7;6;13.5;0;0;6;9;5;14.0;0;8.9;1.4;3.51;Graduate
1;8;5;10;1;1;1;22;27;8;6;1;0;0;1;0;1;19;0;0;6;8;6;12.125;0;0;6;7;6;12.714.285.714.285.700;0;16.2;0.3;-0.92;Graduate
1;1;5;12;1;1;1;22;27;10;10;0;0;0;1;0;1;18;0;0;8;12;7;1.262.857.142.857.140;0;0;8;12;7;1.262.857.142.857.140;0;12.7;3.7;-1.7;Graduate
1;12;1;17;0;1;1;23;1;10;5;0;0;0;1;0;0;27;0;0;5;9;3;10.666.666.666.666.600;0;0;5;7;4;11.4;0;10.8;1.4;1.74;Enrolled
1;8;3;10;1;1;1;1;1;5;6;0;0;0;1;0;0;19;0;0;6;11;5;11.2;0;0;6;13;5;11.6;0;15.5;2.8;-4.06;Graduate
1;9;1;15;1;1;1;1;1;4;4;0;0;0;1;0;1;18;0;0;6;6;6;12.666.666.666.666.600;0;0;6;6;6;11.833.333.333.333.300;0;12.7;3.7;-1.7;Dropout
2;12;1;14;1;1;1;22;27;10;1;0;0;1;0;0;0;34;0;0;6;7;4;13.5;0;0;6;6;0;0.0;6;12.7;3.7;-1.7;Dropout
1;1;6;9;1;1;1;22;27;10;10;0;0;0;1;0;0;18;0;0;5;9;3;11.666.666.666.666.600;0;0;5;15;2;11.0;0;7.6;2.6;0.32;Enrolled
1;1;1;9;1;1;1;22;28;5;10;1;0;0;1;0;0;18;0;0;5;8;2;10.5;0;0;5;7;3;12.333.333.333.333.300;0;7.6;2.6;0.32;Enrolled
1;1;3;12;1;1;1;22;28;8;8;1;0;0;1;0;0;18;0;0;8;8;8;1.426.875;0;0;8;8;8;1.426.875;0;9.4;-0.8;-3.12;Enrolled
1;1;2;15;1;1;1;23;28;8;8;1;0;1;0;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
1;1;1;9;1;1;1;13;27;10;10;1;0;0;1;0;1;19;0;0;5;8;2;10.5;0;0;5;11;3;13.333.333.333.333.300;0;7.6;2.6;0.32;Enrolled
1;1;1;10;1;1;1;22;1;4;6;0;0;0;1;0;0;21;0;0;6;11;5;11.2;0;0;6;15;1;10.0;0;7.6;2.6;0.32;Enrolled
2;12;1;17;0;3;1;13;14;10;8;0;0;0;1;0;0;26;0;0;5;5;5;12.0;0;0;5;6;5;14.833.333.333.333.300;0;10.8;1.4;1.74;Graduate
1;14;2;13;1;1;1;1;14;5;4;0;0;0;1;0;0;27;0;0;7;9;7;12.228.571.428.571.400;0;1;8;10;8;132.125;0;10.8;1.4;1.74;Graduate
1;1;1;14;1;1;1;1;28;6;2;1;0;0;1;0;0;20;0;0;5;6;4;11.5;0;0;5;5;4;10.75;0;9.4;-0.8;-3.12;Graduate
1;8;1;10;1;1;1;13;1;6;1;1;0;0;1;0;0;18;0;0;6;8;6;15.375;0;0;6;7;6;16.428.571.428.571.400;0;16.2;0.3;-0.92;Graduate
1;17;1;6;1;16;1;1;1;6;6;1;0;0;0;0;0;23;0;7;12;19;9;13.666.666.666.666.600;0;4;9;15;6;13.5;0;8.9;1.4;3.51;Enrolled
1;12;1;12;1;12;1;1;5;5;4;0;0;0;1;0;0;24;0;0;8;11;7;12.614.285.714.285.700;0;0;8;11;7;12.614.285.714.285.700;0;12.7;3.7;-1.7;Graduate
1;15;1;10;1;14;1;23;28;7;10;1;0;0;1;0;1;19;0;3;6;7;5;12.2;0;2;6;6;6;11.5;0;13.9;-0.3;0.79;Graduate
1;1;1;15;1;1;1;13;28;4;6;0;0;0;1;0;0;19;0;0;6;13;4;11.75;0;0;6;10;4;11.0;0;10.8;1.4;1.74;Graduate
1;1;4;10;1;1;1;13;28;10;7;1;0;1;1;0;1;19;0;0;6;9;5;11.4;0;0;6;9;3;10.0;0;8.9;1.4;3.51;Enrolled
1;1;1;10;1;1;1;22;14;6;11;0;0;1;1;0;0;18;0;0;6;10;5;10.6;0;0;6;14;2;10.0;0;7.6;2.6;0.32;Enrolled
1;16;1;3;0;1;1;1;28;6;8;0;0;0;1;0;0;22;0;14;16;16;13;10.923.076.923.076.900;0;13;13;13;11;11.454.545.454.545.400;0;16.2;0.3;-0.92;Graduate
1;14;1;5;1;1;1;1;14;6;11;0;0;0;1;0;0;20;0;0;6;6;5;12.4;0;0;6;9;5;12.4;0;12.7;3.7;-1.7;Graduate
1;12;1;4;1;1;1;13;14;10;10;0;0;0;1;0;0;25;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout
1;15;1;4;1;14;1;1;3;5;3;0;0;0;1;0;0;21;0;0;6;6;6;15.833.333.333.333.300;0;0;6;8;6;15.5;0;15.5;2.8;-4.06;Graduate
1;1;1;12;1;1;1;13;14;32;44;1;0;0;1;0;0;19;0;0;7;12;5;11.8;0;0;7;9;6;11.708.333.333.333.300;0;11.1;0.6;2.02;Enrolled
1;8;4;15;1;1;1;1;14;5;2;1;0;0;1;0;0;18;0;0;6;7;6;12.571.428.571.428.500;0;0;6;6;6;13.666.666.666.666.600;0;13.9;-0.3;0.79;Graduate
1;1;3;14;1;1;1;22;27;1;1;1;0;0;1;0;0;18;0;0;5;7;3;12.0;0;0;5;7;4;13.25;1;7.6;2.6;0.32;Graduate
1;8;3;12;1;1;1;3;3;10;8;1;0;0;1;1;0;19;0;0;7;8;7;133.625;0;0;8;9;8;14.444.444.444.444.400;0;13.9;-0.3;0.79;Graduate
1;1;1;6;1;1;5;3;3;7;7;1;0;0;1;0;1;19;1;0;5;6;5;15.4;0;0;5;5;5;16.0;0;10.8;1.4;1.74;Graduate
1;8;2;15;1;1;1;22;28;6;6;1;0;1;0;0;0;18;0;0;6;9;5;12.2;0;0;6;9;4;11.75;0;10.8;1.4;1.74;Dropout
1;16;1;10;1;14;1;23;28;6;8;1;0;0;1;0;1;20;0;6;11;11;11;12.818.181.818.181.800;0;6;11;11;11;13.545.454.545.454.500;0;12.4;0.5;1.79;Graduate
1;8;5;12;1;1;1;1;14;5;9;1;0;0;1;0;0;19;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;13;1;12;1;1;1;13;27;6;8;1;0;0;1;0;0;28;0;12;17;21;17;13.394.736.842.105.200;0;11;17;19;17;13.554.736.842.105.200;0;16.2;0.3;-0.92;Graduate
1;1;1;10;1;1;1;22;1;10;10;1;0;0;1;0;1;20;0;0;6;8;6;14.25;0;0;6;8;6;11.0;0;12.7;3.7;-1.7;Graduate
1;13;1;3;0;1;1;22;28;12;8;1;0;0;1;0;0;30;0;9;11;19;9;13.444.444.444.444.400;1;5;7;7;7;14.714.285.714.285.700;0;7.6;2.6;0.32;Dropout
1;1;4;12;1;1;1;1;14;10;8;1;0;0;1;0;1;19;0;0;7;8;7;12.285.714.285.714.200;0;0;8;10;8;117.375;0;12.4;0.5;1.79;Graduate
1;1;2;5;1;1;1;13;14;4;4;1;0;0;1;0;0;22;0;0;6;7;6;11.666.666.666.666.600;0;0;6;7;5;13.2;0;12.7;3.7;-1.7;Graduate
1;1;1;11;1;1;1;23;28;6;9;1;0;0;1;0;0;18;0;0;6;8;6;12.166.666.666.666.600;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate
1;8;1;16;1;1;1;22;27;10;10;1;0;0;1;0;0;23;0;0;6;11;2;10.0;0;0;6;15;2;11.0;0;7.6;2.6;0.32;Dropout
1;8;4;5;1;1;1;1;14;6;8;1;0;0;1;0;0;18;0;0;6;6;6;14.0;0;0;6;6;6;15.0;0;11.1;0.6;2.02;Graduate
1;1;1;16;1;1;1;22;14;8;8;1;0;0;1;0;0;18;0;0;6;9;5;11.833.333.333.333.300;0;0;6;6;4;12.0;0;15.5;2.8;-4.06;Enrolled
2;12;1;15;1;12;1;22;27;1;1;0;0;1;0;1;0;50;0;0;6;7;1;15.0;0;0;5;12;0;0.0;0;10.8;1.4;1.74;Dropout
1;1;1;2;1;1;14;3;3;3;6;1;0;0;1;0;1;19;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate
1;8;2;11;1;1;14;13;28;10;10;1;0;0;1;0;0;22;1;0;6;7;6;10.833.333.333.333.300;0;0;6;6;6;10.666.666.666.666.600;0;13.9;-0.3;0.79;Graduate
1;15;1;10;1;14;14;1;1;5;7;0;0;1;1;0;1;23;1;3;6;7;6;13.142.857.142.857.100;0;2;6;6;6;14.0;0;12.4;0.5;1.79;Graduate
1;9;4;6;1;1;1;1;1;5;6;0;0;1;0;0;1;20;0;2;5;8;5;14.4;1;0;5;6;5;14.0;0;12.7;3.7;-1.7;Dropout
4;12;1;10;1;12;1;22;27;10;11;0;0;0;0;0;0;44;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout
4;12;1;4;1;12;1;22;27;10;10;0;0;0;1;1;0;49;0;6;12;17;7;12.0;0;3;12;19;9;1.122.222.222.222.220;0;15.5;2.8;-4.06;Graduate
2;14;1;17;0;1;1;22;27;10;10;0;0;0;1;1;0;46;0;6;10;13;9;12.2;0;4;10;12;10;12.8;0;7.6;2.6;0.32;Graduate
1;12;1;6;1;14;1;22;27;2;10;1;0;0;0;1;0;41;0;3;3;3;3;12.333.333.333.333.300;0;2;2;2;2;11.0;0;12.4;0.5;1.79;Dropout
1;8;3;12;1;1;1;23;14;10;9;1;0;0;1;1;0;18;0;0;7;8;7;118.375;0;0;8;9;8;1.248.125;0;13.9;-0.3;0.79;Graduate
3;12;1;17;0;1;1;22;1;10;3;0;0;0;1;1;0;43;0;0;5;5;5;11.8;0;0;5;6;5;14.0;0;9.4;-0.8;-3.12;Graduate
4;12;2;9;1;12;1;22;27;10;8;0;0;1;0;1;0;70;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
4;12;1;8;1;12;1;22;28;10;5;0;0;0;1;1;0;48;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
2;14;1;4;1;1;1;22;27;10;8;0;0;0;1;1;0;41;0;18;19;19;19;1.268.421.052.631.570;0;12;13;13;13;12.384.615.384.615.300;0;15.5;2.8;-4.06;Graduate
1;1;1;11;1;1;1;13;14;10;4;0;0;0;1;1;0;21;0;0;6;8;6;12.571.428.571.428.500;0;0;6;10;4;13.0;0;12.7;3.7;-1.7;Enrolled
1;12;1;1;1;1;14;23;27;10;9;0;0;1;0;1;0;35;1;0;7;18;3;11.25;0;0;7;7;0;0.0;0;16.2;0.3;-0.92;Dropout
2;12;1;8;1;12;1;2;1;3;10;1;0;0;1;1;0;44;0;1;5;13;4;14.0;3;1;5;9;4;15.5;2;10.8;1.4;1.74;Graduate
1;1;1;9;1;1;1;3;1;6;6;1;0;1;1;1;0;18;0;0;5;15;4;13.333.333.333.333.300;0;0;5;6;2;13.5;0;13.9;-0.3;0.79;Dropout
2;1;1;3;0;1;1;22;27;1;1;1;0;0;1;1;0;45;0;0;6;7;6;13.666.666.666.666.600;0;0;6;6;6;13.666.666.666.666.600;0;7.6;2.6;0.32;Graduate
1;1;1;11;1;1;1;3;1;3;2;0;0;0;1;1;0;20;0;0;6;12;3;10.0;0;0;6;9;5;10.8;0;15.5;2.8;-4.06;Enrolled
1;15;1;4;1;14;1;1;28;10;2;1;0;0;1;1;0;22;0;0;6;12;5;12.6;0;0;6;11;6;11.714.285.714.285.700;0;12.4;0.5;1.79;Graduate
1;14;1;7;1;1;1;22;28;6;8;0;0;0;1;1;0;39;0;0;5;10;3;17.333.333.333.333.300;0;0;5;11;1;17.0;0;13.9;-0.3;0.79;Dropout
1;15;1;6;1;14;1;2;2;7;7;0;0;0;0;1;0;20;0;2;6;10;5;13.2;0;1;6;21;3;12.0;0;12.4;0.5;1.79;Enrolled
2;12;1;9;1;12;1;22;14;10;4;0;0;0;1;1;0;49;0;0;5;9;3;14.0;0;0;5;8;3;13.666.666.666.666.600;0;8.9;1.4;3.51;Dropout
1;4;1;13;1;4;1;5;5;3;3;1;0;0;1;1;0;43;0;4;4;4;4;13.875;0;1;1;1;1;12.5;0;11.1;0.6;2.02;Dropout
2;12;1;17;0;1;1;22;27;10;10;1;0;0;1;1;0;32;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;12;1;10;1;9;1;22;27;10;10;0;0;0;1;1;0;47;0;3;9;9;9;1.311.111.111.111.110;0;3;7;7;7;14.857.142.857.142.800;0;10.8;1.4;1.74;Graduate
5;12;1;17;0;1;1;22;27;10;10;0;0;0;1;1;1;37;0;0;5;8;5;13.0;0;0;5;11;4;13.333.333.333.333.300;2;16.2;0.3;-0.92;Dropout
2;12;1;3;0;1;1;13;1;5;9;0;0;0;1;1;0;41;0;6;10;10;10;12.5;0;3;7;7;7;12.142.857.142.857.100;0;10.8;1.4;1.74;Graduate
2;12;1;4;1;1;1;22;27;10;7;0;0;0;1;1;0;60;0;17;18;18;18;1.411.111.111.111.110;0;11;13;13;13;1.423.076.923.076.920;0;15.5;2.8;-4.06;Graduate
2;12;1;11;1;1;1;1;14;10;10;0;0;0;1;1;0;47;0;6;11;11;11;14.727.272.727.272.700;0;6;9;9;9;1.577.777.777.777.770;0;10.8;1.4;1.74;Graduate
1;12;1;3;0;1;1;22;9;10;8;0;0;1;0;1;0;50;0;0;6;6;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout
2;12;1;17;0;12;1;23;28;12;12;1;0;0;1;1;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;12;1;7;1;1;1;22;27;10;9;0;0;1;0;1;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout
2;12;1;6;1;1;1;22;27;12;12;0;0;0;1;1;0;33;0;0;5;7;4;13.5;0;0;5;6;5;11.6;0;7.6;2.6;0.32;Graduate
1;1;1;12;1;1;1;3;3;3;3;0;0;0;1;1;0;18;0;0;8;8;7;13.105.714.285.714.200;0;0;8;8;7;13.105.714.285.714.200;0;10.8;1.4;1.74;Graduate
2;12;1;6;1;1;1;22;27;7;7;0;0;0;1;1;0;43;0;0;5;8;5;13.5;2;0;5;5;5;14.4;0;9.4;-0.8;-3.12;Graduate
1;14;1;3;0;1;1;13;27;5;11;0;0;0;1;1;0;44;0;9;13;18;13;11.846.153.846.153.800;0;9;11;11;11;12.0;0;12.7;3.7;-1.7;Graduate
1;12;1;8;1;7;1;19;26;1;12;0;0;0;1;1;0;29;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
4;12;1;14;1;1;1;2;1;4;10;0;0;1;0;1;0;53;0;0;6;11;3;14.333.333.333.333.300;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;Dropout
2;13;1;17;0;6;1;22;27;10;10;0;0;0;1;1;0;37;0;0;5;10;5;15.8;0;0;5;5;5;17.6;0;9.4;-0.8;-3.12;Enrolled
1;14;1;14;1;1;1;23;1;9;11;1;0;0;1;1;0;18;0;0;6;16;5;13.8;0;0;6;7;5;12.4;0;13.9;-0.3;0.79;Enrolled
1;14;1;1;1;12;1;23;28;5;5;0;0;1;1;1;0;35;0;3;10;18;6;12.666.666.666.666.600;0;1;9;11;3;12.0;2;16.2;0.3;-0.92;Dropout
1;1;1;11;1;1;1;13;1;4;8;0;0;0;1;1;0;23;0;0;6;10;6;13.0;0;0;6;9;6;12.0;0;11.1;0.6;2.02;Enrolled
1;1;1;2;1;1;1;13;28;10;6;1;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
1;12;1;3;0;1;1;22;27;12;6;0;0;0;0;1;0;33;0;0;6;6;1;11.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
1;4;3;8;1;3;1;22;18;12;11;0;0;0;0;1;0;41;0;0;5;9;0;0.0;4;0;5;9;0;0.0;3;10.8;1.4;1.74;Dropout
4;4;1;12;1;3;1;22;28;10;8;0;0;0;1;1;0;51;0;4;7;7;7;15.2;0;6;8;8;8;16.575;0;13.9;-0.3;0.79;Graduate
1;16;1;14;1;1;1;10;5;4;4;0;0;0;1;1;0;19;0;2;6;7;6;14.428.571.428.571.400;0;1;7;8;7;14.375;0;11.1;0.6;2.02;Graduate
1;12;1;17;0;1;1;22;27;10;10;0;0;0;1;1;0;35;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout
1;1;2;2;1;1;14;13;1;5;8;1;0;0;1;1;0;20;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
1;14;1;14;1;1;1;3;2;3;3;1;0;0;1;1;0;18;0;0;6;13;4;13.75;0;0;6;8;5;11.2;0;13.9;-0.3;0.79;Enrolled
1;1;1;15;1;1;1;13;27;10;10;0;0;1;0;1;1;18;0;0;6;11;5;12.166.666.666.666.600;0;0;6;15;3;12.0;0;13.9;-0.3;0.79;Dropout
1;15;1;4;1;14;1;2;1;5;7;0;0;0;1;1;0;21;0;0;6;12;5;12.142.857.142.857.100;0;0;6;11;5;11.666.666.666.666.600;0;13.9;-0.3;0.79;Graduate
1;1;1;11;1;1;1;1;14;7;7;1;0;0;1;1;0;21;0;0;6;9;6;12.0;0;0;6;8;5;11.6;0;13.9;-0.3;0.79;Graduate
2;12;2;9;1;1;1;13;27;5;8;0;0;0;1;1;0;34;0;0;5;10;3;11.666.666.666.666.600;1;0;5;7;4;12.75;0;9.4;-0.8;-3.12;Graduate
4;12;1;8;1;1;1;22;27;7;8;1;0;0;1;1;0;34;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout
1;8;2;14;1;1;1;3;3;5;11;1;0;0;1;1;0;21;0;0;6;10;6;11.875;0;0;6;8;5;12.0;0;11.1;0.6;2.02;Graduate
1;14;1;15;1;1;1;3;27;4;8;0;0;0;1;1;0;32;0;6;11;15;7;11.285.714.285.714.200;0;5;7;10;6;12.333.333.333.333.300;0;13.9;-0.3;0.79;Enrolled
1;8;2;11;1;1;1;22;27;6;8;1;0;0;1;1;0;30;0;0;6;17;2;10.0;0;0;6;15;3;11.333.333.333.333.300;0;7.6;2.6;0.32;Dropout
1;1;1;2;1;1;1;1;3;4;8;1;0;1;1;1;0;19;0;6;12;13;11;12.0;0;4;11;15;10;11.181.818.181.818.100;0;8.9;1.4;3.51;Enrolled
1;16;1;15;1;1;1;1;14;9;9;1;0;0;1;1;0;20;0;1;7;7;6;13.833.333.333.333.300;0;1;6;7;5;13.0;0;8.9;1.4;3.51;Dropout
1;1;1;5;1;1;1;13;14;10;8;1;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;1;11;1;1;1;3;3;3;3;0;0;0;1;1;0;19;0;0;6;7;6;14.428.571.428.571.400;0;0;6;6;6;12.5;0;8.9;1.4;3.51;Graduate
1;8;3;12;1;1;1;3;3;4;4;1;0;0;1;1;0;18;0;0;7;8;5;14.2;0;0;7;9;6;12.4;0;12.4;0.5;1.79;Dropout
1;12;1;17;0;1;1;1;14;5;9;0;0;0;1;1;0;27;0;0;5;8;4;11.5;0;0;5;9;3;10.333.333.333.333.300;0;12.7;3.7;-1.7;Dropout
1;12;1;15;1;9;1;1;1;10;10;1;0;0;1;1;0;52;0;0;6;7;5;13.0;0;0;6;6;6;15.0;0;9.4;-0.8;-3.12;Graduate
2;14;1;4;1;1;1;1;1;5;6;1;0;0;0;1;0;29;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Dropout
1;16;1;4;1;14;1;1;14;5;5;1;0;1;0;1;0;22;0;0;6;12;3;11.333.333.333.333.300;0;0;6;13;2;11.0;0;8.9;1.4;3.51;Dropout
1;14;1;6;1;1;11;23;28;10;7;1;0;0;1;1;0;28;1;13;18;45;18;12.5;12;10;13;26;12;11.428.571.428.571.400;6;15.5;2.8;-4.06;Graduate
1;12;1;14;1;6;1;1;1;12;4;1;0;0;1;1;0;30;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;1;2;12;1;1;1;1;1;6;4;1;0;0;1;0;0;18;0;0;7;7;7;13.471.428.571.428.500;0;0;8;9;8;13.944.444.444.444.400;0;16.2;0.3;-0.92;Graduate
1;1;2;14;1;1;1;23;27;6;6;1;0;0;1;0;0;21;0;0;5;5;4;11.75;0;0;5;5;3;13.333.333.333.333.300;0;9.4;-0.8;-3.12;Graduate
1;1;1;5;1;1;1;22;27;10;10;1;0;1;1;0;1;20;0;0;6;9;6;13.333.333.333.333.300;0;0;6;10;6;14.666.666.666.666.600;0;12.7;3.7;-1.7;Graduate
1;13;1;12;1;1;1;22;27;4;4;1;0;0;1;0;1;21;0;0;8;8;8;13.105;0;0;8;8;8;13.105;0;9.4;-0.8;-3.12;Graduate
2;12;1;17;0;12;1;13;27;8;10;0;0;1;0;0;0;32;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout
1;1;3;5;1;1;1;22;27;10;10;1;0;0;1;1;1;20;0;0;6;6;6;15.5;0;0;6;7;6;12.166.666.666.666.600;0;12.4;0.5;1.79;Graduate
1;1;4;2;1;1;1;1;14;5;6;1;0;1;0;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1;6;1;14;1;1;14;1;1;10;6;0;0;1;0;1;0;18;1;0;6;6;4;11.25;0;0;6;7;3;12.333.333.333.333.300;0;8.9;1.4;3.51;Dropout
1;14;1;17;0;1;1;22;2;10;5;1;0;0;0;1;0;23;0;10;15;24;12;11.0;0;10;14;21;11;11.363.636.363.636.300;1;7.6;2.6;0.32;Dropout
1;1;1;11;1;1;1;1;1;4;4;1;0;0;1;1;0;20;0;0;6;10;6;12.333.333.333.333.300;0;0;6;9;4;13.0;0;12.4;0.5;1.79;Graduate
2;14;2;9;1;1;1;22;27;10;10;1;0;0;1;0;0;46;0;4;9;18;8;11.375;2;0;5;11;5;11.8;0;9.4;-0.8;-3.12;Graduate
1;8;1;4;1;1;1;3;3;3;3;0;0;0;1;1;0;27;0;16;18;19;18;1.222.222.222.222.220;0;9;12;15;12;12.384.615.384.615.300;0;15.5;2.8;-4.06;Graduate
1;3;1;2;1;1;1;3;14;2;11;1;0;0;1;1;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Enrolled
2;14;3;3;0;12;1;22;27;10;10;1;0;0;1;1;0;41;0;5;9;11;9;12.0;0;3;7;8;6;12.0;0;9.4;-0.8;-3.12;Graduate
1;6;1;9;1;1;8;1;3;30;4;0;0;1;1;1;0;40;1;0;5;10;1;11.0;0;0;5;10;1;10.0;0;11.1;0.6;2.02;Enrolled
2;15;1;3;0;14;1;1;1;6;6;0;0;0;1;1;0;37;0;12;16;17;16;14.125;0;6;11;14;10;13.0;0;12.4;0.5;1.79;Graduate
1;1;4;9;1;1;1;23;28;6;11;0;0;0;1;1;0;20;0;0;5;8;5;10.2;0;0;5;7;5;11.2;0;12.4;0.5;1.79;Enrolled
1;15;1;8;1;14;1;1;1;5;5;1;0;0;1;0;0;20;0;0;5;7;4;12.0;1;0;5;6;4;12.4;0;10.8;1.4;1.74;Enrolled
1;4;1;17;0;15;1;1;27;5;2;0;0;0;1;0;0;26;0;8;9;11;9;12.333.333.333.333.300;0;4;7;7;7;12.571.428.571.428.500;0;12.4;0.5;1.79;Graduate
2;12;1;3;0;1;1;22;27;10;8;0;0;0;1;1;0;54;0;4;9;9;9;14.333.333.333.333.300;0;2;7;7;7;13.857.142.857.142.800;0;8.9;1.4;3.51;Graduate
1;8;5;14;1;1;1;13;14;6;6;1;0;0;1;1;0;21;0;0;6;6;6;15.166.666.666.666.600;0;0;6;9;6;14.0;0;10.8;1.4;1.74;Graduate
1;1;1;6;1;1;1;1;1;10;10;1;0;0;1;0;1;20;0;0;6;8;6;15.142.857.142.857.100;0;0;6;8;6;15.142.857.142.857.100;0;11.1;0.6;2.02;Graduate
1;8;6;15;1;1;1;1;14;6;6;1;0;0;1;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;3;12;1;1;1;1;14;5;10;1;0;0;1;0;0;19;0;0;7;9;6;13.411.428.571.428.500;0;0;8;12;7;13.294.444.444.444.400;0;15.5;2.8;-4.06;Enrolled
1;1;2;10;1;1;1;23;1;5;11;1;0;0;1;0;0;18;0;0;6;7;6;12.333.333.333.333.300;0;0;6;7;6;12.166.666.666.666.600;0;9.4;-0.8;-3.12;Graduate
1;1;1;6;1;1;1;3;1;3;9;1;0;0;1;0;0;19;0;0;6;13;4;11.8;0;0;6;18;4;12.2;0;12.4;0.5;1.79;Enrolled
1;15;1;6;1;14;1;1;1;5;8;1;0;1;1;0;0;22;0;2;6;9;6;12.0;0;1;6;12;3;12.0;0;13.9;-0.3;0.79;Dropout
1;14;1;6;1;1;1;2;1;5;5;0;0;0;1;0;0;19;0;0;6;7;6;15.0;0;0;6;8;6;15.625;0;12.4;0.5;1.79;Graduate
1;1;1;2;1;1;1;3;2;5;3;1;0;0;1;0;0;21;0;6;12;12;8;13.875;0;4;11;13;9;12.7;1;8.9;1.4;3.51;Dropout
1;8;1;16;1;1;1;3;3;18;24;0;0;0;1;0;0;20;0;0;7;9;6;11.833.333.333.333.300;0;0;7;7;6;14.333.333.333.333.300;0;11.1;0.6;2.02;Enrolled
1;8;3;15;1;1;1;1;14;6;6;1;0;0;1;0;1;18;0;0;6;6;6;12.5;0;0;6;6;6;13.833.333.333.333.300;0;16.2;0.3;-0.92;Graduate
1;8;1;15;1;1;1;23;28;8;8;1;0;0;1;0;1;18;0;0;6;6;6;15.0;0;0;6;6;6;15.5;0;8.9;1.4;3.51;Graduate
1;8;1;14;1;1;1;1;1;6;5;1;0;1;1;0;0;20;0;0;6;10;2;11.666.666.666.666.600;0;0;6;10;4;10.5;0;15.5;2.8;-4.06;Dropout
1;1;1;12;1;1;1;13;27;4;9;0;0;0;1;0;1;18;0;0;7;10;7;14.668;0;0;8;8;8;1.463.375;0;15.5;2.8;-4.06;Graduate
